0	0	0.7	0
0.1	0.0125	0.5359375	0
0.2	0.05	0.39375	0
0.3	0.1125	0.2734375	0
0.4	0.2	0.175	0
0.5	0.3125	0.0984375	0
0.6	0.45	0.04375	0
0.7	0.6125	0.0109375	0
0.8	0.8	0	0
