0.14	800	1.2	1.09
0.18	1000	1.225	1.01
0.22	1200	1.24	0.96
0.26	1400	1.28	0.9
0.3	1600	1.285	0.85
0.35	1800	1.31	0.77
0.4	2000	1.335	0.74
0.45	2200	1.36	0.7
0.5	2400	1.385	0.66
0.55	2600	1.41	0.62
0.6	2800	1.43	0.58
0.65	3000	1.46	0.54
0.71	3200	1.485	0.51
0.84	3600	1.55	0.45
0.98	4000	1.62	0.4
1.13	4400	1.675	0.37
1.31	4800	1.73	0.35
1.405	5000	1.76	0.335
